ID,Gender,10percentage,12graduation,12percentage,CollegeID,CollegeTier,collegeGPA,CollegeCityID,CollegeCityTier,GraduationYear,Logical,Quant,Domain,agreeableness,openess_to_experience,Salary
1148365,m,65,2009,75.6,6904,2,62,6904,1,2013,480,465,0.450876584,-2.4516,-3.735,105000
604484,f,82,2008,74.4,34,1,72.34,34,0,2012,570,620,0.843123727,1.2114,-0.2859,180000
325701,f,50.6,2008,82.8,9164,2,69.16,9164,1,2012,355,345,0.3423149,0.1888,-0.1295,115000
542127,f,82,2009,78,350,2,62,350,0,2013,435,455,0.0587928,-0.2012,0.1864,215000
339763,f,81.6,2008,72,11368,2,73.84,11368,0,2012,615,435,0.735795709,-0.4353,0.5024,120000
321231,m,85.4,2006,68.6,47,1,73.75,47,1,2012,525,615,0.998680246,-0.1232,-0.643,250000
335390,f,74.4,2008,69.7,198,2,70.8,198,0,2012,445,405,0.824666401,0.1498,0.5024,440000
1061897,m,68.4,2008,69.4,8297,2,76,8297,1,2013,570,620,-1,-0.2871,-0.0943,180000
1230280,m,86.8,2009,63.6,2285,2,85.2,2285,0,2014,495,740,0.996744487,0.7119,0.2889,315000
458867,m,66.16,2008,58.4,7627,2,65.9,7627,0,2013,505,565,0.81941653,0.2668,0.3444,320000
496538,f,71,2007,70,58,2,74,58,0,2011,635,375,-1,1.1248,-0.1295,265000
445828,m,78.93,2009,70.8,13210,2,65,13210,0,2013,375,575,0.824666401,0.5008,-0.169,240000
1066890,m,84,2009,84,9199,2,66,9199,0,2013,375,390,0.486747008,1.7109,0.4805,180000
613031,m,89.6,2009,95.2,1764,2,79.37,1764,0,2013,510,650,0.735795709,-0.2871,-2.0105,350000
325665,m,80,2007,81,252,2,77.8,252,1,2012,565,635,0.765673581,0.8128,0.5024,335000
1034607,m,85.73,2008,70,11548,2,56.5,11548,0,2014,375,585,0.622642916,1.7109,0.8637,300000
539169,m,85.5,2008,92.5,3026,2,68.17,3026,1,2012,670,680,0.994050872,0.8518,-0.6035,495000
900799,m,94.6,2009,91.2,402,1,80,402,0,2014,495,870,-1,0.8784,1.4386,320000
467264,f,74,2007,84.4,14523,2,74.49,14523,0,2011,525,615,0.444617717,-0.5913,-0.6035,180000
390136,m,64.48,2008,52.34,10342,2,63,10342,1,2012,365,495,0.124502074,-0.1232,-0.5245,110000
1081403,m,88.2,2010,78.2,16063,2,82.1,16063,0,2014,555,520,-1,1.5444,-0.8608,305000
533473,m,75.8,2008,61.6,7031,2,65,7031,0,2012,500,605,0.765673581,0.9688,-0.0506,325000
109292,f,88,2006,91,1014,2,64.95,1014,0,2010,685,464,0.124502074,0.6568,0.1864,250000
41579,f,81.2,2006,76.3,388,2,99,388,1,2012,385,485,0.600057182,0.5008,-0.9194,370000
746268,f,72,2009,77.86,14663,2,71,14663,0,2013,440,505,0.493596387,-0.9531,-0.2859,165000
1119013,f,78,2008,71,7035,2,85,7035,0,2014,470,440,0.622642916,-3.6171,-5.686,200000
356190,m,52,2007,65,7134,2,67.68,7134,0,2012,365,275,0.074546265,-0.2793,-1.0774,230000
59555,m,77.4,2005,73.4,3200,1,70.8,3200,1,2012,445,425,0.793580615,-0.7473,0.8183,400000
206705,m,62,2006,75,144,2,70,144,0,2011,445,615,0.535862819,0.8128,-0.1295,500000
57211,m,62,2005,62,3579,2,74,3579,0,2010,615,605,0.635978756,-0.4353,-0.4455,480000
220946,m,80.58,2006,80.22,285,1,86.1,285,0,2011,375,545,0.945134856,0.0328,1.1343,810000
914981,m,88,2005,72.6,6921,2,58.86,6921,0,2013,475,605,0.879915203,0.5454,0.6721,200000
536085,f,88.8,2008,76.8,11,1,75,11,1,2012,670,765,0.910770164,0.8128,0.0679,360000
827594,m,76.5,2010,81.8,47,1,76.4,47,1,2014,645,620,0.991230625,1.0449,0.6721,325000
112075,f,76,2006,77,1000,2,68,1000,0,2010,325,295,0.276047228,0.9688,0.8183,320000
1133187,m,60,2009,55,15157,2,52,15157,1,2014,470,440,0.053160305,-0.6201,-1.0524,150000
552690,m,75,2008,67,7542,2,68,7542,1,2013,410,370,0.622642916,-0.2871,-0.8608,240000
335938,f,86.7,2008,89,3174,2,72,3174,0,2012,475,565,0.450876584,0.6178,0.3444,300000
225959,m,86.13,2008,82.5,8099,2,67.38,8099,0,2012,545,535,0.842248322,-1.8393,-1.2354,395000
609043,f,87.6,2009,80,285,1,76,285,0,2013,535,680,0.994342113,0.0459,0.6721,440000
1289702,m,60.46,2009,55.5,13149,2,59.07,13149,0,2013,505,375,0.080055281,-1.6191,-0.6692,180000
1095080,m,50.5,2009,55,4971,2,64.5,4971,0,2013,435,440,0.622642916,0.0459,0.2889,235000
901224,f,85.76,2010,83.83,316,2,78.15,316,1,2014,630,560,0.974396113,-1.4859,-1.9234,315000
306463,f,62.13,2005,43.12,2570,2,68,2570,0,2011,355,465,0.413838256,-1.0593,-0.2875,160000
959981,m,71.28,2009,68.66,7255,2,72,7255,0,2014,375,355,0.670743151,-0.1206,0.4805,90000
1112003,m,68.66,2007,61.8,8159,2,65.72,8159,0,2013,350,450,0.486747008,1.0449,1.247,120000
1138316,f,67,2010,63.33,11368,2,65.18,11368,0,2014,470,440,0.493596387,1.0449,-0.4776,185000
1218624,m,74.8,2009,68,96,2,69,96,0,2014,395,475,0.356536488,0.8784,-0.4776,345000
267683,m,65,2005,66,462,2,60.23,462,1,2011,435,445,0.525922584,-0.1232,0.3444,360000
311098,m,49,2007,75,9738,2,65,9738,0,2011,455,425,0.525922584,0.8128,-0.2875,120000
232101,m,83.2,2006,80,35,1,73.2,35,1,2011,555,625,0.960603252,0.1888,0.8183,400000
292803,m,60,2007,62,7881,2,70,7881,0,2012,405,435,0.735795709,0.0328,-0.1295,200000
1296310,m,78,2009,72,6874,2,64,6874,0,2014,530,525,0.486747008,1.2114,1.4386,225000
955301,f,64,2009,69.2,172,2,71.8,172,0,2014,460,425,0.81941653,-0.6201,-0.6692,240000
30101,f,81.5,2004,74.05,350,2,70.06,350,0,2010,465,535,0.765673581,0.0328,-0.4455,420000
1251281,m,74.3,2009,71.25,519,2,67,519,1,2013,425,475,0.783303537,0.0459,0.2889,225000
140121,m,90.24,2006,81.5,6810,2,82,6810,0,2012,415,455,0.824666401,0.6568,0.9763,90000
1262900,m,58.9,2010,68,1808,2,6.85,1808,0,2014,310,380,0.486747008,0.2124,-0.4776,180000
652269,m,76,2009,74,13375,2,77,13375,0,2013,500,500,0.839686084,0.2124,-0.6692,180000
161107,m,62.88,2006,77.5,315,2,70,315,1,2010,515,405,0.884122512,-0.1232,0.6603,560000
553371,f,72,2009,73,13210,2,71,13210,0,2013,465,400,0.765673581,-0.2871,-0.6692,335000
869283,f,90,2010,75.75,8888,2,72,8888,0,2014,470,340,0.23780284,0.2124,-0.6692,100000
327759,m,81.6,2008,87.6,13,1,76.48,13,1,2012,605,555,0.930370607,-0.4536,-0.4776,880000
1230478,m,85,2010,75,319,2,60,319,1,2014,480,500,0.842248322,1.0449,0.0973,200000
669596,f,78,2009,76,7269,2,73,7269,1,2013,400,355,0.538386893,-0.1206,-1.0524,45000
431800,m,60.8,2008,62.4,5232,2,60,5232,0,2012,425,645,0.538386893,0.0328,-1.2354,200000
332049,f,86.2,2008,69.8,10932,2,68.4,10932,0,2012,405,515,0.376059587,0.5008,0.8183,150000
600302,f,84.5,2007,94,9198,2,71.82,9198,1,2011,485,665,0.694479328,-0.1206,0.6721,200000
1097036,f,85.6,2010,79.9,1136,2,78,1136,0,2014,460,345,0.1798739,-0.2871,-0.0943,100000
1193753,f,91.6,2010,88.9,11871,2,75.3,11871,0,2014,540,595,0.112139438,0.5454,0.4805,300000
345838,m,89,2008,96.7,6659,2,92,6659,1,2012,475,375,0.0587928,-0.4353,-0.1295,225000
1063512,m,76,2009,66,1358,2,56.24,1358,1,2013,570,545,-1,-1.7856,-1.6273,300000
576122,m,71,2007,72.6,144,2,73.6,144,0,2013,425,445,0.3423149,-0.6201,1.0554,200000
223303,m,84.2,2006,77.4,3395,1,78.9,3395,0,2011,555,495,0.694479328,0.1888,-0.2875,405000
692668,m,67.75,2009,61.5,13697,2,76.1,13697,1,2013,355,295,0.670743151,0.2124,-0.8608,70000
644440,m,84.2,2009,81.25,13371,2,75,13371,0,2013,425,455,0.563267824,-0.7866,-0.8608,110000
1083136,m,87.2,2009,87.14,5216,2,77,5216,1,2014,590,535,0.356536488,-0.4536,0.2889,300000
357389,f,91.8,2009,85,527,2,74.7,527,0,2013,465,525,0.376059587,-0.7473,0.4234,350000
52581,m,65.5,2006,69.5,356,2,56.7,356,1,2009,355,295,0.276047228,0.5008,0.9763,180000
1063454,m,75,2008,71.5,347,2,64,347,0,2013,555,355,0.115022726,0.8784,-2.0105,300000
869474,m,91.5,2010,75.5,8888,2,76,8888,0,2014,450,150,0.45901584,-0.6201,-0.2859,240000
576225,m,65,2008,65,7376,2,71.42,7376,0,2013,500,470,0.276047228,0.5454,0.6721,120000
910160,m,78.2,2010,76,4042,2,74,4042,0,2014,555,650,0.842248322,0.7119,0.6721,195000
905258,m,82,2010,78.8,6290,1,71,6290,0,2014,610,795,0.996744487,0.3789,-0.8608,325000
278656,m,67.8,2006,74,568,2,70.4,568,0,2011,585,565,0.884122512,0.8128,0.9763,305000
662008,f,75,2010,78,12992,2,71.1,12992,1,2013,440,355,0.488347977,1.3779,1.247,100000
453187,m,65,2008,56,11759,2,67.37,11759,0,2014,560,365,0.842248322,1.2114,0.4805,180000
238392,f,91,2007,82,1067,2,76,1067,0,2011,465,525,0.81941653,-0.1232,0.5024,450000
138359,m,82.2,2006,82.6,403,2,75.88,403,0,2010,345,385,0.276047228,-0.2793,-0.2875,335000
1225896,f,86,2009,77,4973,2,75,4973,0,2013,510,295,0.018540942,0.0459,-0.0943,120000
593082,f,81.6,2009,87.9,11183,2,77.4,11183,1,2013,465,605,0.694479328,0.8784,0.0973,335000
1279983,f,73,2009,74.6,1875,2,79.21,1875,0,2014,445,495,0.356536488,-4.2831,-6.6092,200000
330102,f,87.5,2008,95.3,11183,2,80.95,11183,1,2012,465,535,0.538386893,0.6568,0.3444,100000
597697,m,83.6,2009,85.4,47,1,73.3,47,1,2013,620,750,0.952245573,0.8784,1.4386,325000
655270,f,83,2008,73,8310,2,74,8310,1,2013,435,445,0.563267824,-0.7866,-2.7769,250000
988792,f,68,2008,74,2647,2,76,2647,0,2014,545,520,0.744758354,-0.7866,0.4805,200000
127002,m,87.8,2006,95,1487,2,74.9,1487,0,2010,465,615,0.376059587,-1.8393,-2.0253,475000
337629,f,93.5,2008,95.3,3076,2,92.3,3076,0,2012,575,405,0.987207086,1.0858,0.1864,300000
1082552,f,81,2010,75.5,6814,2,82.8,6814,0,2014,410,320,0.622642916,0.2124,0.4805,200000
531480,m,91,2009,94.4,492,2,82.4,492,1,2013,475,590,0.995265706,0.6568,-1.5513,365000
1099501,m,54,2010,64,7600,2,62,7600,0,2014,425,370,0.23780284,-0.1206,-0.0943,110000
1239524,m,64,2007,61,1940,2,62,1940,1,2012,540,630,0.911395278,1.0449,0.0973,180000
860597,m,73,2009,85.4,1390,2,76.92,1390,0,2013,555,735,0.991397584,-0.6201,-1.6273,395000
293843,m,58.8,2004,65.5,477,2,51,477,1,2011,435,485,0.538386893,0.6568,-0.7615,110000
555964,f,86.4,2009,64,6970,2,55.07,6970,1,2013,610,530,0.124502074,0.5454,1.0554,180000
1224952,m,60.1,2007,66.4,1887,1,65.22,1887,0,2014,455,345,0.23780284,1.0449,1.247,325000
328944,f,94.4,2008,87,1866,2,80.9,1866,1,2012,585,465,0.655766943,0.5008,-0.4455,450000
669240,m,61.1,2007,60,13808,2,65.62,13808,0,2013,470,195,0.450876584,-0.1206,-0.6692,280000
283122,m,62,2007,71.9,4234,2,55,4234,0,2011,555,585,0.694479328,0.8128,1.4502,150000
284738,m,80.2,2006,73,568,2,73,568,0,2011,615,575,0.538386893,1.7488,0.6603,470000
445747,m,66,2007,69,13210,2,63,13210,0,2012,464,535,0.488347977,-0.3183,-1.2354,180000
323688,m,92.8,2005,87,443,1,95.3,443,0,2012,675,725,0.824666401,1.7488,0.8973,1200000
580044,m,81.8,2008,63.6,7783,2,63.18,7783,1,2012,545,485,0.538386893,0.7119,0.0973,145000
632106,m,72,2008,63,198,2,65,198,0,2014,470,445,0.229481755,-5.7816,-6.9925,180000
872029,m,86.4,2009,69,347,2,73,347,0,2014,520,750,0.423951396,0.3789,-0.2859,180000
331779,m,79.2,2008,86.91,8011,2,70.5,8011,0,2012,245,305,0.276047228,-2.0733,-1.5513,160000
586115,m,74,2007,71,13040,2,80.7,13040,1,2012,520,455,0.864685413,1.3779,-0.6692,145000
389449,f,86.8,2008,84.6,7557,2,83.9,7557,1,2012,575,454,0.735795709,0.8128,-0.7615,420000
48647,m,74.4,2005,79,1859,2,62.81,1859,0,2009,495,455,0.968237496,1.7488,0.1864,600000
289737,m,80.5,2008,71.25,1422,2,65,1422,0,2011,555,645,0.901489571,0.8128,0.1864,300000
407686,m,90.5,2008,95.3,3801,2,88.8,3801,0,2012,565,554,0.843123727,0.8128,-0.1295,400000
765578,f,83.33,2009,93.5,13994,2,68.48,13994,0,2013,400,355,0.966006923,-0.7866,0.8637,145000
941984,m,68,2010,74,272,2,71.2,272,0,2014,570,530,0.598280691,-0.2871,-0.6692,180000
1274900,m,69,2009,74,930,2,74,930,1,2013,565,595,0.997298968,0.3789,-0.2859,220000
451922,f,85,2008,73,11283,2,77,11283,0,2012,405,305,0.124502074,1.1248,-0.7615,100000
602117,m,81,2008,76.4,196,2,69.7,196,0,2012,385,455,0.840840969,-0.9531,-2.2021,455000
1077269,m,78.2,2009,68.2,7685,2,76,7685,1,2013,545,520,-1,0.7119,0.4805,380000
1218872,f,80.6,2008,69,9256,2,54,9256,0,2014,570,595,0.911395278,-1.4526,-0.4776,150000
313081,m,72.6,2007,66.6,6270,2,60,6270,0,2011,525,535,0.229481755,-1.0593,-0.6035,100000
425471,m,70,2008,73.8,75,2,79.12,75,0,2012,555,554,0.864685413,0.3448,-0.2875,305000
330663,f,80.83,2008,92.2,9837,2,78.85,9837,1,2012,605,625,0.843123727,0.7348,-0.4455,410000
660767,m,87,2009,88,8735,2,66,8735,0,2013,555,575,0.735795709,-0.4536,0.0973,200000
78510,m,76.4,2005,78.2,182,2,55,182,1,2010,525,585,0.376059587,1.2808,-0.1295,220000
869298,f,85,2010,74,2959,2,74.9,2959,0,2014,425,545,0.356536488,0.7119,0.0973,220000
124278,m,86.8,2006,85.5,1329,2,63.17,1329,1,2010,515,575,0.960603252,0.5008,0.5024,475000
580616,f,87,2009,84.4,8195,1,79.3,8195,1,2013,475,295,0.413838256,-0.4536,-0.4776,360000
1088714,m,79.6,2009,72.5,2027,2,62.28,2027,0,2013,625,595,0.996744487,1.7109,0.2889,120000
283274,m,60.83,2006,70.4,4234,2,70.38,4234,0,2011,515,595,0.793580615,0.6568,0.0284,600000
900218,m,82,2005,75.8,443,1,82.5,443,0,2014,520,705,-1,0.5454,-1.4356,420000
511778,m,60.5,2009,72.15,129,2,81,129,0,2015,410,500,0.670743151,-0.3684,-0.7615,325000
355922,m,88.2,2008,76.5,9786,2,68.34,9786,0,2012,395,575,0.538386893,-2.3073,-0.2875,315000
1119237,m,81.4,2009,71,3002,2,77,3002,0,2014,370,500,0.20739217,0.3789,1.4386,400000
309046,m,71,2009,60,5904,2,63,5904,0,2013,355,515,0.356536488,-0.9033,-2.0253,250000
991880,m,73,2009,64,9737,2,61,9737,0,2014,370,450,0.557389506,-0.9531,0.2889,200000
1117475,f,70.61,2009,70.83,16578,2,60,16578,1,2013,410,370,0.23780284,-0.2871,-0.6692,200000
810433,f,81,2010,79,64,2,71.5,64,0,2014,500,575,0.493596387,-3.7836,-1.8189,400000
117082,m,88.6,2006,79.4,4554,2,69.47,4554,0,2010,385,404,0.824666401,-1.2153,-0.9194,385000
1267278,m,66.4,2006,67.75,4173,2,76,4173,1,2013,480,260,0.622642916,1.3779,0.2889,145000
100113,f,72,2005,74,4809,2,68.9,4809,1,2010,415,385,0.538386893,-0.2793,-0.6035,510000
658893,m,92.6,2008,83.8,1825,1,84.6,1825,0,2013,545,665,0.978799293,1.0449,0.2889,365000
669368,m,81.38,2009,71.33,11629,2,65.97,11629,0,2013,605,560,0.670743151,0.7119,1.247,320000
1106147,m,86.8,2010,79.2,5147,2,72.86,5147,0,2014,570,630,0.493596387,-0.1206,-0.2859,350000
307328,m,75,2008,72,6037,2,66.98,6037,0,2012,375,465,0.229481755,-0.2793,-1.0774,120000
1274688,m,64.6,2009,62.2,13355,2,78,13355,1,2014,420,415,0.276047228,1.3779,-0.2859,175000
810113,m,74,2009,65,350,2,73,350,0,2014,475,575,0.557389506,0.3789,1.247,215000
905195,m,80,2009,70,6290,1,65,6290,0,2014,440,620,0.744758354,-0.9531,-0.4776,400000
1003364,m,57,2010,70,16213,2,68.88,16213,0,2014,350,390,0.356536488,-3.4506,-1.244,180000
242799,m,65,2006,50,1436,2,58,1436,0,2011,315,385,-1,-1.2153,-1.7093,100000
1218574,m,69.2,2008,77.4,12601,2,76.72,12601,1,2014,630,645,0.99966434,1.0449,0.0973,350000
1233060,m,79.6,2008,78,3113,2,54.75,3113,0,2013,630,645,0.436962648,0.3789,0.4805,145000
1085605,m,74,2009,94,16187,2,68,16187,1,2013,370,310,0.279258512,0.8784,1.247,200000
144942,m,53,2007,54,1744,2,61,1744,0,2013,515,405,0.486747008,0.2124,0.4805,205000
340045,m,58.16,2009,72,10932,2,65.51,10932,0,2013,255,345,0.24545566,0.1888,-0.6035,100000
1122860,m,91.71,2010,88.83,377,2,75,377,0,2014,540,860,0.493596387,1.0449,0.8637,300000
34551,m,83.69,2006,76.67,285,1,95.7,285,0,2010,615,725,0.694479328,0.3448,0.5024,1100000
636997,m,77.5,2008,67,4501,2,69.5,4501,0,2013,390,355,0.24545566,-1.4526,-0.6692,235000
1044637,m,83.6,2010,81,13,1,70,13,1,2014,495,440,0.356536488,1.3779,0.0973,275000
1088771,m,70,2006,62,14852,2,63.3,14852,0,2012,485,485,0.744758354,0.5454,0.8637,180000
878500,m,91.2,2010,89,12187,2,79.8,12187,0,2014,580,355,0.328746379,0.8784,-1.0524,75000
479756,m,77.6,2008,71.2,4042,2,68,4042,0,2012,605,475,0.308400583,0.5008,0.7788,300000
1077690,m,81.14,2010,76.4,7627,2,69.2,7627,0,2014,460,595,0.783303537,0.3789,1.0554,275000
601071,m,65,2009,53,272,2,69,272,0,2013,425,605,0.414337426,-3.6171,-2.7769,300000
669934,m,74,2009,79.23,9699,2,69,9699,1,2013,485,590,0.563267824,-2.2851,-2.7595,200000
655292,f,70,2009,62,8310,2,64.9,8310,1,2013,425,280,0.356536488,-0.7866,-0.2859,180000
1027655,m,89.92,2010,87,5086,2,76.32,5086,0,2014,555,620,-1,-0.6201,-0.8608,300000
624843,f,78,2009,79.8,4233,2,76,4233,0,2013,475,165,0.017704842,-0.9531,-1.244,110000
1058932,m,73,2006,61.6,2177,1,66.9,2177,0,2013,570,725,0.953899775,0.5454,-0.8608,400000
1259641,f,87,2008,60,973,2,70.82,973,0,2013,605,400,0.842248322,1.2114,1.247,220000
256680,m,59,2007,54.14,1461,2,58,1461,0,2011,335,455,0.450876584,-0.4353,-0.2875,520000
1076044,m,83.3,2009,92.4,4344,2,66.65,4344,0,2013,555,535,-1,0.2124,0.6721,360000
677102,f,58.2,2009,69.6,8954,2,66.2,8954,0,2013,510,455,0.694479328,0.2124,1.0554,170000
243794,m,80.2,2007,77.2,2656,2,79,2656,0,2011,445,585,0.910770164,0.9688,0.1864,475000
1123216,m,65,2007,62,1060,2,60,1060,0,2012,510,295,0.436962648,0.8784,1.247,100000
436253,f,84.14,2007,73.61,48,1,76.09,48,1,2012,475,595,0.793580615,0.0328,-0.7615,200000
1171988,f,90,2009,91.8,631,2,75,631,0,2013,520,390,-1,0.2124,0.6721,320000
267894,m,76.6,2005,65.6,462,2,58,462,1,2011,475,665,0.910770164,-0.7473,-0.8799,190000
807306,m,54.8,2005,52.8,11759,2,72.27,11759,0,2014,570,515,0.842248322,-1.4526,-2.0105,150000
484152,m,89,2009,78,2665,2,70.26,2665,0,2013,415,425,0.694479328,1.2808,0.0679,400000
1269213,m,68,2009,64.8,5483,2,74,5483,1,2014,580,595,0.81941653,0.2124,-0.6692,120000
1266709,m,73,2009,66,987,2,70,987,0,2014,530,380,0.356536488,0.8784,0.4805,195000
206734,m,60,2004,59,144,2,67,144,0,2011,555,425,0.600057182,-0.2793,-2.9731,675000
918889,m,55,2010,70.4,6408,2,61.4,6408,0,2014,495,415,0.649389715,-0.4536,0.0973,180000
752115,m,89,2008,63,5483,2,75.2,5483,1,2013,595,695,0.864685413,0.7119,-0.6692,300000
41012,m,81,2005,77,402,1,77,402,0,2010,735,755,0.985461394,0.5008,0.5024,370000
333439,m,67,2008,76,6434,2,58,6434,0,2012,525,325,0.371138666,-1.9953,-3.1311,290000
933812,m,69,2010,69,5298,2,71,5298,0,2014,475,400,0.298769129,1.0449,-0.2859,310000
1158194,m,74.5,2008,65.4,3579,2,73.55,3579,0,2015,370,295,0.356536488,0.2124,-0.8608,200000
359057,m,89.4,2008,86.4,44,2,72.62,44,0,2012,445,595,0.229481755,0.1498,0.1864,345000
214454,f,74.6,2006,68.6,44,2,77,44,0,2012,435,575,0.735795709,-0.2793,-0.4455,190000
192966,f,58,2005,55,893,2,72,893,0,2011,395,455,0.635978756,0.1888,0.8183,200000
642404,m,92,2009,90.2,436,1,77.78,436,0,2013,655,780,0.679644641,0.8784,-0.2859,600000
416040,m,80.6,2007,67,53,2,63.19,53,0,2012,435,585,0.765673581,0.0328,-0.2875,400000
1061749,f,80,2007,60,3724,2,68,3724,1,2013,395,380,0.165633092,1.2114,1.6302,110000
1013562,f,64,2009,60,904,2,65,904,1,2013,555,310,0.450876584,1.3779,0.8637,205000
215639,m,81.6,2007,72.2,5026,2,65,5026,0,2011,525,595,0.755375121,0.5008,-0.9194,370000
534043,m,78,2008,64,11583,2,58,11583,0,2013,510,470,0.414337426,0.1888,0.1864,120000
244386,m,71,2007,62,3427,2,70,3427,0,2011,385,545,0.376059587,-0.4353,-0.1295,225000
1097167,f,85,2010,81,9198,2,76.4,9198,1,2014,555,560,0.842248322,1.0449,-0.0943,400000
318391,f,83.5,2008,94.2,5071,2,88.2,5071,0,2012,475,445,0.670743151,1.4368,0.5024,425000
660954,m,86,2009,61,11473,2,75,11473,1,2013,470,530,0.124502074,-0.6201,0.6721,265000
439125,m,88.53,2007,83.88,3081,2,77.1,3081,0,2012,585,565,0.960603252,-0.6693,-1.3934,450000
611020,m,86.6,2009,78.4,961,2,68.5,961,1,2013,410,515,0.080055281,0.7119,1.0554,240000
863437,m,82,2009,82,10268,2,67,10268,1,2013,610,705,0.911395278,0.3789,0.6721,325000
340205,m,72,2008,67,10932,2,61.8,10932,0,2013,395,525,0.824666401,0.5008,1.2528,300000
331251,f,92,2008,94.9,9769,2,76,9769,1,2012,475,684,0.916869961,-0.2012,-0.9194,355000
265303,f,94.8,2007,84.09,1263,2,72.8,1263,1,2011,455,464,0.165633092,-1.0593,-1.7093,110000
519873,m,82.24,2008,62.5,129,2,73.1,129,0,2015,345,375,0.415524556,0.8128,0.3444,150000
1043020,m,87,2009,85,4680,2,81,4680,1,2013,485,605,-1,-0.1334,-0.8608,335000
1284437,f,90.6,2010,78.8,6874,2,79.57,6874,0,2015,455,545,0.884122512,0.8784,0.4805,200000
654308,f,76,2009,88,9812,2,67,9812,1,2013,620,665,0.864685413,0.3789,0.0973,300000
1081172,m,67,2010,58,7814,2,84,7814,0,2014,470,450,0.744758354,0.3789,0.8637,145000
591412,m,90.1,2009,83.6,527,2,72,527,0,2013,475,515,0.960603252,0.5454,-0.0943,200000
948250,m,78,2010,68,2637,2,63.5,2637,0,2014,485,235,0.842248322,0.2124,-0.0943,205000
346395,m,80.64,2009,64.45,316,2,63.66,316,1,2012,595,475,0.824666401,1.2808,0.9763,140000
1248570,f,63.8,2010,69.6,2285,2,81,2285,0,2014,460,485,0.338786347,0.7119,1.0554,225000
786671,m,71.66,2009,86.8,11852,2,73.1,11852,0,2013,545,545,0.901489571,0.5454,-0.6692,180000
263961,f,68.5,2005,61.85,2513,2,75.81,2513,0,2011,355,415,0.670743151,-0.5913,0.9763,300000
820222,m,85.75,2009,64.8,14381,2,74,14381,1,2013,545,470,-1,-0.2871,-0.6692,130000
262768,m,83.6,2006,79.6,11025,2,87.6,11025,0,2011,515,445,-1,0.8128,0.1864,215000
542295,m,62.1,2008,66,350,2,74.74,350,0,2013,410,430,0.336185066,-0.2793,-0.9194,180000
1233512,m,89,2010,65.2,1390,2,88,1390,0,2015,580,440,0.356536488,0.7119,1.4386,335000
676848,m,65.5,2007,68.2,547,2,83.2,547,0,2013,560,635,0.864685413,-0.4536,0.0973,120000
425242,m,71,2007,74.2,13543,2,61.1,13543,0,2012,485,445,0.190153406,-1.8393,-2.9731,180000
60599,f,79.37,2005,61.6,18139,2,82,18139,1,2014,605,585,0.124502074,0.8128,0.3444,265000
602267,m,89.1,2009,97.8,11509,1,85.7,11509,1,2013,595,870,0.960603252,-0.2871,0.0973,320000
836060,m,80,2010,70,9699,2,55,9699,1,2014,450,385,-1,-0.1206,0.0973,145000
347313,m,58,2008,65,12478,2,69.8,12478,0,2012,385,405,0.704090412,1.6708,0.9763,260000
640930,m,61.4,2008,63.33,8105,2,64.88,8105,0,2013,500,720,0.735795709,-0.1206,0.4805,310000
958388,m,74,2008,72.6,1206,2,83,1206,0,2013,460,595,0.356536488,0.2124,0.8637,420000
479849,m,68,2009,82,4042,2,68,4042,0,2012,565,365,0.635978756,0.5008,0.6603,465000
1168885,m,73.1,2008,74.6,4439,2,68.1,4439,0,2014,480,415,0.943272158,-1.1196,-0.2859,180000
823838,m,85,2009,85,272,2,65.25,272,0,2014,525,515,0.622642916,-0.6201,-1.4356,315000
1231817,m,72,2008,67,15418,2,62,15418,1,2012,370,320,0.144789889,1.0449,1.247,135000
872494,m,78,2010,84,8116,2,85.78,8116,1,2014,435,545,0.842248322,0.2124,-0.6692,315000
644828,f,90.8,2009,88,124,2,81.5,124,0,2013,525,605,0.982057124,0.5454,1.0554,360000
1088625,m,60.14,2008,60,2921,2,77,2921,0,2014,485,510,0.622642916,0.0459,1.0554,275000
355786,f,84.6,2008,69.5,8908,2,63.25,8908,1,2012,355,395,0.3423149,-0.5913,-0.1295,120000
1118955,m,75.4,2010,75.2,16161,2,74.41,16161,0,2014,595,500,0.943272158,0.6211,-0.6692,325000
580697,m,82.6,2009,79.8,8195,1,80.05,8195,1,2013,605,545,0.916869961,-0.2871,-2.0105,450000
190981,m,94.6,2006,83,11157,1,84,11157,0,2011,625,725,0.995464719,0.3448,0.0284,550000
325637,f,74,2008,61,252,2,65,252,1,2012,375,475,0.24545566,0.6568,-0.1295,400000
845576,f,78,2010,72,14351,2,74.6,14351,0,2014,570,455,0.600057182,0.3789,-0.6692,65000
582410,m,81,2008,85,8195,1,82.2,8195,1,2013,570,795,0.538386893,0.3789,0.2889,350000
820700,m,71,2010,68,6741,2,73,6741,0,2016,415,605,0.744758354,0.0459,0.0973,265000
1042334,m,79.4,2008,69.2,8287,2,74.9,8287,1,2013,435,510,0.080055281,-0.6201,-1.0524,65000
638324,m,66,2006,68,9578,2,72,9578,0,2013,410,515,0.377551419,0.2124,0.6721,180000
666182,m,91.1,2010,92.4,47,1,83.55,47,1,2014,605,650,0.622642916,-1.7856,-0.2859,325000
872171,m,88.6,2010,83.25,347,2,86,347,0,2014,520,620,0.943272158,0.3789,0.0973,325000
96708,f,71,2005,72,5086,2,78,5086,0,2011,375,425,0.735795709,1.7488,0.8183,400000
